User,Edited Articles,Total Edits,Total Minors
VC10,26,37,33
ElRaki,26,37,23
Pischdi,26,37,33
Textkontrolle,25,37,36
SDB,25,37,0
TomK32,19,37,15
4Frankie,17,37,21
193.17.243.1,17,37,0
Pölkkyposkisolisti,13,37,4
Trainspotter,13,37,32
Vertigo Man-iac,11,37,13
Asdrubal,10,37,7
Vwpolonia75,10,37,18
Albin Schmitt,9,37,3
Tritonus05,8,37,5
Lux lb,7,37,6
Ekkenekepen,5,37,0
AshSert,4,37,19
Pierre Menard,2,37,6
Memolu,1,37,37
DumZiBoT,32,36,33
Botteler,31,36,36
Blaufisch,24,36,14
UKoch,24,36,32
Ben-Zin,24,36,34
GMH,23,36,32
Derim Hunt,20,36,25
Bear,19,36,16
Kabob,17,36,26
Dr-Victor-von-Doom,17,36,9
F.Blaubiget,15,36,11
Nescio*,15,36,16
Mwknacker,15,36,11
Jjkorff,14,36,9
Griesgram,12,36,1
Sebmol,12,36,26
Felix17101999,12,36,6
Mia-etol,10,36,20
Zietz,8,36,0
Claus Ableiter,7,36,1
Squarerigger,6,36,5
Napa,6,36,25
Wibramuc,6,36,5
Turpit,3,36,3
Filll,1,36,0
Naturgucker Illtal,1,36,26
CamelBot,31,35,35
WikiNight,29,35,20
Gardini,27,35,35
Wivoelke,26,35,35
Helfmann,25,35,32
FordPrefect42,25,35,13
BKSlink,25,35,23
Tinz,23,35,22
Conny,23,35,31
Revvar,21,35,35
Verita,19,35,16
ElNuevoEinstein,13,35,2
Thommess,12,35,7
Däädaa,11,35,3
JWBE,10,35,8
Pistazienfresser,7,35,5
Richarddd,5,35,22
Pruefer,5,35,27
129.13.72.197,4,35,0
Spazzo,4,35,1
Mr. mettwurst,3,35,2
Flk-Brdrf,3,35,0
Reti,2,35,5
CIF222,1,35,34
Blubbdidupp,1,35,11
Muhamed,1,35,1
imported>ThePedanticPrick,1,35,18
HaSee,27,34,3
Superbass,26,34,10
Alraunenstern,25,34,30
Mastad,24,34,33
Drahreg01,23,34,12
Botulph,23,34,28
Hephaion,23,34,32
Pajz,21,34,21
Groupsixty,20,34,21
€pa,20,34,15
Tmid,20,34,29
Schniggendiller,20,34,28
Tuxman,19,34,33
Nina,18,34,29
Mulno,18,34,14
Luha,16,34,24
Der Chronist,15,34,18
Güwy,15,34,13
Nassauer27,14,34,24
Jan eissfeldt,12,34,22
Sambalolec,11,34,26
Thylacin,10,34,2
(nob),10,34,19
Katzenmeier,8,34,4
Le petit prince,8,34,27
RV,7,34,3
Debauchery,6,34,11
Bonnlander,6,34,21
Virtualiter,6,34,6
Ralf S.,6,34,22
Harry Canyon,4,34,15
imported>Taharqa,1,34,0
BotMultichill,27,33,33
Koyaanisqatsi01,25,33,30
Robbot,25,33,33
Anton Sevarius,24,33,16
Squasher,23,33,19
ALE!,23,33,21
An-d,22,33,30
Didym,20,33,31
Jörg Zägel,18,33,13
Lustiger seth,16,33,12
Entbert,16,33,28
PhHertzog,15,33,21
JøMa,15,33,5
JonskiC,15,33,6
Juliabackhausen,14,33,0
Pfalzfrank,14,33,8
Pwagenblast,13,33,31
Der Naturfreund,13,33,6
SpiegelLeser,11,33,18
Koffer,11,33,15
Filzstift,10,33,4
Berihert,9,33,19
Schlurcher,9,33,31
Huberbe,9,33,9
Columbin,7,33,7
Catholicus,6,33,1
Ninety Mile Beach,6,33,4
Eck,5,33,0
Lämpel,5,33,6
Konsul,5,33,30
Samweis,4,33,10
Plauz,4,33,10
83.236.14.179,3,33,0
Physikr,2,33,2
Gallscooky,1,33,27
Amanita Phalloides,1,33,0
MFM,29,32,32
TabellenBot,27,32,32
Rr2000,27,32,32
Nilreb,26,32,8
Voyager,25,32,30
EvaK,24,32,16
Emergency doc,21,32,20
Martin Bahmann,21,32,27
Bergisch Neukirchen,20,32,9
Frank Doerry,19,32,11
Euphoriceyes,19,32,27
Hoss,18,32,18
SpesBona,18,32,23
UweRohwedder,17,32,19
Dishayloo,16,32,29
141.53.194.251,15,32,2
LiterallySimon,15,32,12
Jhartmann,14,32,6
Wahrerwattwurm,14,32,21
Anidaat,13,32,1
Fehlerteufel,12,32,32
Onkel Dittmeyer,11,32,26
Stefan Knauf,11,32,24
Miastko,10,32,9
ABF,10,32,7
LdlV,9,32,3
THausherr,9,32,4
Corvus2016,7,32,3
Stoerte,6,32,23
Polentarion,4,32,9
Neon02,3,32,2
K.Karlo,2,32,0
Savok,2,32,2
Tsca.bot,26,31,31
Johnny Controletti,25,31,28
Euku,25,31,18
Matthiasb,25,31,14
Leithian,23,31,23
DragonBot,23,31,31
Dschungelfan,21,31,0
Dreaven3,19,31,16
Mauerquadrant,19,31,3
Dancer,18,31,30
Max Dax,18,31,0
Uwca,18,31,21
S.K.,17,31,30
Jürgen Engel,16,31,15
Martin67,16,31,6
Harrobot,16,31,31
Stijn Calle,15,31,31
El,14,31,13
Frantisek,12,31,13
Marcel601,10,31,2
Bahrmatt,9,31,26
Der Rene,8,31,2
Gceschmidt,7,31,31
Bayernparteiler,6,31,19
PeterPunzel,6,31,11
Schampus-os,4,31,29
Rosa Liebknecht,3,31,1
Slum,2,31,4
Voyeur,1,31,0
Johnnyalidee,1,31,2
Gib Senf dazu!,26,30,3
Phzh,25,30,29
Forevermore,23,30,17
Knoerz,22,30,13
Icodense99,22,30,30
Semper,21,30,30
Zaungast,20,30,6
Ne discere cessa!,20,30,24
193.17.243.2,18,30,0
Dealerofsalvation,18,30,11
JFKCom,17,30,19
PeterGuhl,15,30,14
Martin Kraft,12,30,4
Koschi73,12,30,8
Kurt seebauer,12,30,10
RudolfSimon,12,30,10
Helmut Zenz,12,30,0
Hæggis,12,30,20
Count Count,11,30,20
Irmgard,11,30,21
Wikijunkie,10,30,7
Hannover86,10,30,9
NeXXor,9,30,23
Friedrich123,9,30,5
Kevin L.,8,30,1
FDMS4,8,30,17
Martina Nolte,8,30,6
Stillhart,8,30,0
Kmhkmh,7,30,1
Axpde,6,30,3
GDEA,4,30,1
Uli Elch,4,30,10
Scooterman,4,30,3
Black-Red Galaxy,3,30,0
Theophilus77,3,30,15
imported>Nonexistant User,1,30,0
RichardWeiss,1,30,0
Ole,1,30,6
Klabaster,1,30,1
Dk1909,25,29,26
Hybridbus,24,29,26
PaulBommel,24,29,19
Woches,22,29,1
M Huhn,21,29,11
Joystick~dewiki,21,29,29
Thomas Glintzer,20,29,28
Liesel,19,29,14
Tobi B.,19,29,29
Otto,19,29,23
Kallewirsch,19,29,5
Ciciban,18,29,2
Fuzzy~dewiki,17,29,18
HenrikHolke,17,29,17
B.A.Enz,16,29,23
ArthurMcGill,16,29,16
Smutsmaker,15,29,15
Saehrimnir,15,29,29
Jpp,15,29,20
Learyx2012,14,29,10
Paddy2674,13,29,29
Miacek (usurped),12,29,13
Drgkl,12,29,23
Amurtiger,12,29,3
Nuwv,12,29,10
*g,12,29,13
Boobarkee,11,29,21
Ulli Purwin,11,29,14
Aufklärer,10,29,22
Oomen,9,29,1
Raubfisch,9,29,11
Hermes31,9,29,1
Fgb,9,29,8
YoungDylan,9,29,20
Snoop~dewiki,8,29,9
Kris Kaiser,7,29,5
Tillwe,7,29,9
Prügelprinz,7,29,1
Bertramz,6,29,8
Wiki-vr,6,29,27
Fputs,5,29,4
Walter P.,2,29,10
Chaka KwaZulu,1,29,1
SmackBot,1,29,0
Kibou,1,29,5
Betaamylase,1,29,7
Falk M.,1,29,16
ThomasPusch,28,28,0
Pessottino,24,28,19
Hoo man,22,28,27
KatBot,22,28,28
Succu,22,28,27
MelancholieBot,22,28,28
NordNordWest,21,28,16
WikiBenutzer,20,28,16
Pakeha,19,28,25
Pacogo7,18,28,15
Karl Gruber,15,28,27
Amtiss,15,28,10
Volksfront von Judäa,13,28,3
Sciurus,12,28,16
Chemnitzer96,11,28,0
Martin Wolfangel,10,28,13
Fomafix,9,28,24
ChoG,9,28,10
Matthead,9,28,0
Anna-Liese,8,28,4
Rbrausse,8,28,17
Aflis,8,28,9
0g1o2i3k4e5n6,7,28,3
Alfred Grudszus,6,28,3
Stimme aus dem Off,6,28,9
Kricket,6,28,9
LS,5,28,8
Unterstrichmoepunterstrich,5,28,17
195.93.60.140,4,28,0
Werwiewas,4,28,9
134.106.40.32,3,28,0
Bf110,2,28,0
imported>Yom,1,28,0
Eleineweber,1,28,10
Ceroles,1,28,7
Treeskeep,1,28,15
Hardcorebambi,27,27,26
HRoestTypo,26,27,27
Zaibatsu,22,27,27
Schewek,21,27,21
Doc.Heintz,20,27,10
Bahnmoeller,20,27,21
DaizY,20,27,11
Jcornelius,19,27,19
Fish-guts,19,27,27
Ireas,19,27,18
Saltose,19,27,27
Aloiswuest,18,27,27
24-online,18,27,25
Derschueler,17,27,20
KnightMove,17,27,6
HeinzWörth,17,27,18
Mirer,16,27,16
Trollflöjten,16,27,17
Joker.mg,15,27,15
Frakturfreund,15,27,22
Dlonra,15,27,10
Srittau,14,27,26
194.95.177.101,12,27,0
Kai-Hendrik,12,27,4
Okatjerute,12,27,21
Sk!d,11,27,14
Momo,11,27,21
Margaux,10,27,16
Dinarsad,10,27,4
Tirelietirelei,10,27,11
Ekkehart baals,9,27,12
Sabata,9,27,19
Seilbahn121,8,27,15
Spa,8,27,9
Artmax,7,27,5
Freigut,7,27,23
Grixlkraxl,6,27,10
Magnus Nufer,6,27,7
WikiMax,6,27,14
John Red,6,27,13
Bücherhexe,6,27,12
Ifindit,6,27,5
Danielkr,5,27,9
Krautrose,4,27,5
S.Mielke,4,27,13
New European~dewiki,4,27,15
80.143.133.123,2,27,0
Definition278,1,27,0
85.179.26.17,1,27,0
Ohnoitsjamie~dewiki,1,27,0
80.141.15.79,1,27,0
Centspower,1,27,2
Nordhesse76,1,27,9
Matzematik,24,26,25
Geher,23,26,22
TheWolf,23,26,25
Timk70,21,26,26
Srbauer,20,26,10
32X,20,26,18
Xqt,19,26,16
Kladson,18,26,6
Guandalug,18,26,17
Johnny T,16,26,18
Mo4jolo,16,26,24
Grindinger,15,26,4
Speaker,15,26,8
Moguntiner,15,26,15
Albrecht1,14,26,11
Cekay,14,26,24
Alopex,13,26,24
Nightdiver,12,26,0
WernerE,10,26,8
217.83.15.220,9,26,0
Polemos,8,26,11
Fakten,8,26,8
19Wilhelm18,8,26,16
Fg68at,8,26,6
Emma7stern,7,26,4
Joe-Tomato,7,26,7
Edoe,7,26,8
Julia69,7,26,5
Feldwebel,6,26,0
Sig11,6,26,21
Robberey1705,5,26,0
Polaris,5,26,4
212.63.57.45,4,26,0
Yikrazuul,4,26,6
Antarctica365,3,26,0
GigaMaxi,3,26,6
Zoe2007Henry,3,26,0
Aïnoa,3,26,0
Th40jakob,2,26,26
Corvalán,2,26,10
Pbhh1,1,26,4
Micha81,1,26,3
Gwernol,1,26,0
178.203.25.13,1,26,0
Conversion script,25,25,25
KnopfBot,23,25,20
Hgzh,22,25,20
Mef.ellingen,19,25,6
PeeCee,19,25,14
Codeispoetry,19,25,18
DerGraueWolf,18,25,23
Oge,18,25,20
Didionline,18,25,14
Walcoford,17,25,16
Yorg,17,25,24
Longinus Müller,17,25,22
Guillermo,17,25,0
Seidl,16,25,20
Bernhard55,16,25,21
Hkoeln,16,25,25
Stepro,16,25,19
1971markus,15,25,15
Schlesinger,15,25,20
Sujalajus,14,25,7
Merlissimo,14,25,20
Alinea,13,25,14
Mihewag,12,25,22
Sebastian~dewiki,12,25,17
DHN-bot~dewiki,12,25,25
Spurzem,11,25,8
Hermannthomas,11,25,13
Sneecs,10,25,9
SonicY,10,25,19
Ibohnet,9,25,21
Frogfol,9,25,8
Jamaika-Koalition,9,25,0
Nachtwächter,8,25,5
Pluriscient,8,25,14
Ratz Faz,8,25,13
Jonathan Hornung,8,25,14
Procolotor,8,25,7
Macabu,8,25,10
Toto~dewiki,6,25,7
Sommerkom,6,25,6
G-Michel-Hürth,6,25,4
BerlinerSchule,6,25,20
Nov3rd17,6,25,6
Mitteleuropäer,4,25,7
BlancheDevereaux,4,25,23
M.ottenbruch,4,25,1
Momo Monitor,3,25,0
ErzPoet,3,25,5
Avatar1206,3,25,2
2001:638:607:205:0:0:0:30,3,25,0
Scenetouch,1,25,3
Einauge-4,1,25,14
°,22,24,3
Pentachlorphenol,22,24,20
Minderbinder,21,24,4
RonaldH,20,24,4
USt,20,24,22
Cleverboy,20,24,24
Arnomane,20,24,4
Ulz,20,24,20
LZ6387,18,24,24
Hildegund,18,24,23
JKS,18,24,2
Ambross07,17,24,23
AlnoktaBOT,17,24,24
Ottomanisch,16,24,16
Gersve,16,24,10
Franz Richter,16,24,15
Aligator2013,16,24,4
GNosis,16,24,23
DCB,15,24,9
Ambo35,14,24,5
Wegwerfaccount3,14,24,17
62.131.140.230,14,24,0
Enslin,14,24,4
Lofor,13,24,19
MB-one,12,24,15
Hagbard,12,24,20
MachtaUnix,11,24,0
Kraftprotz,11,24,8
Franz Halac,11,24,20
Stolp,9,24,10
Voland77,9,24,1
Dievo,9,24,22
Kurator71,8,24,13
212.9.184.28,8,24,0
137.248.1.11,8,24,0
Blatand,7,24,8
Norrskensflamman,6,24,10
Achatos,6,24,13
Jendrich,6,24,1
Smit,6,24,2
Merlinschnee,5,24,23
Agp,5,24,9
Stefan2552,4,24,0
EconomicProphet,4,24,1
Aconcagua,4,24,15
SchnitteUK,4,24,7
Krinzl,4,24,4
Kan900,4,24,2
Maria Stella~dewiki,3,24,4
Namenlos.net,3,24,19
Bassaar,2,24,13
217.83.1.80,2,24,0
Distelfinck,2,24,2
MPK,2,24,8
Woodie Wood,2,24,1
Oeconomix,1,24,0
217.91.111.127,1,24,0
Tykanc,1,24,1
imported>AntiVandalBot,1,24,0
Wurgl,21,23,22
Batrox,20,23,6
AlMa77,20,23,21
Pyaet,19,23,9
Knochen,19,23,3
Eckhart Wörner,18,23,16
Fritz,17,23,20
Geos,16,23,17
High Contrast,16,23,6
Streifengrasmaus,16,23,23
Zellreder,15,23,22
Michael Sander,15,23,18
131.165.143.1,15,23,0
SoWhy,15,23,12
Callidior,14,23,23
TheGoldenRule,14,23,18
Bot-Schafter,14,23,23
Artregor,14,23,15
Toni Müller,13,23,3
Nemonand,13,23,22
Klugschnacker,13,23,11
Oberlaender,13,23,3
Allesmüller,12,23,14
B.Thomas95,11,23,19
Norschweden,11,23,13
S3r0,11,23,12
Jakob Gottfried,10,23,0
Gugganij,10,23,9
Isa Blake,10,23,1
Marcus Schätzle,10,23,16
Erarehumanumest,10,23,8
Wolpertinger,10,23,23
Phd,9,23,2
Alexander.stohr,9,23,7
MitigationMeasure,8,23,22
Natura,7,23,2
Behemoth~dewiki,7,23,13
Taube Nuss,7,23,3
Qualle,7,23,14
Nis Randers,6,23,17
Ramsau,6,23,0
PhChAK,5,23,2
Goodgirl,5,23,11
Bond491,5,23,0
Gunilla,4,23,12
Joligm,4,23,0
Olaf2,4,23,1
Pfarrer,4,23,5
Messi,3,23,20
80.185.182.100,2,23,0
212.11.225.90,1,23,0
Deeptrivia,1,23,0
Igotyou,1,23,6
Noricum2012,1,23,14
Yahel Guhan,1,23,0
Dipa19,1,23,0
Th1979,21,22,2
Ptbotgourou,19,22,22
MystBot,19,22,22
Gleiberg,19,22,18
Septembermorgen,18,22,15
Ra'ike,18,22,22
Schnargel,17,22,1
GLGermann,17,22,6
RacoonyRE,16,22,21
ChrisHamburg,16,22,20
Tim Pritlove,16,22,10
Dnaber,15,22,19
Cherubino,15,22,14
Muck31,14,22,6
Solid State,14,22,22
Guffi,14,22,5
Oliver Ebbe Sørenson,14,22,21
Textkorrektur,13,22,5
M.L,13,22,15
VanGore,13,22,4
Kapitän Nemo,11,22,3
Pjacobi,11,22,11
W like wiki,11,22,12
Odin,10,22,21
Robodoc,10,22,3
Hasenläufer,10,22,17
E-qual,9,22,9
Viet2001,9,22,0
Lonegunman,9,22,7
Vogone,9,22,13
Wiggum,8,22,20
Kixx~dewiki,8,22,0
Wackknuerstchen,8,22,5
Don-kun,8,22,7
Mandavi,8,22,10
Quirin,8,22,18
TomekHH,7,22,0
Jurist2,7,22,6
194.113.141.20,7,22,0
Suricata,7,22,2
Prawda2000,5,22,0
Fiat tux,5,22,1
Spartanischer Esel,5,22,4
Martin Siegert,5,22,8
Alleswirdbesser,5,22,8
Gsälzbär,4,22,7
Mussklprozz,4,22,10
Friedrich Marx,4,22,1
Robbatt,4,22,7
Engeltr,3,22,7
Meinungsfreiheit,3,22,8
Pink Evolution,3,22,2
Mewulwe,3,22,2
ThurnerRupert,3,22,0
Rick Blaine,3,22,10
Almeida,2,22,17
Anorak,2,22,0
Papphase,2,22,5
Vollekanne45,2,22,0
Oberfoerster,2,22,5
217.80.66.50,2,22,0
BerlinPrinz,1,22,0
Trintheim,1,22,0
Redzac,1,22,1
The Anome,1,22,0
ZGV2010,1,22,6
92.226.129.223,1,22,0
HorstA,1,22,3
Wolfgang Ost,1,22,8
Fedi,20,21,1
Alecs.bot,20,21,21
Der Wolf im Wald,20,21,20
FNBot,19,21,9
Asdert,19,21,19
Chrisfrenzel,18,21,18
Fristu,18,21,21
Louis Bafrance,18,21,15
Market,17,21,17
4tilden,17,21,10
ThoR,16,21,15
Århus,16,21,21
Blaubahn,16,21,1
Rainer21,15,21,6
Manecke,15,21,12
Trigonomie,15,21,18
Altkatholik62,15,21,17
Lukas²³,14,21,18
Andreas 06,14,21,2
TYSK,14,21,18
Steinsplitter,14,21,15
Thoken,13,21,20
Klausmach,13,21,21
Hottentotte1,12,21,12
Conspiration,12,21,9
Bogert,11,21,10
Pelagus,11,21,4
Rote4132,11,21,14
Pöt,11,21,12
Lou.gruber,11,21,3
Goldzahn,10,21,5
Marc-André Aßbrock,10,21,20
Flammingo,10,21,8
Bautsch,9,21,4
MoldBreaker,9,21,10
Berthold Werner,9,21,2
Zbrnajsem,9,21,4
Túrelio,8,21,5
Studmult,8,21,4
MatthiasGutfeldt,8,21,2
ParaDox,7,21,18
Sukarnobhumibol,7,21,7
Klingelingeling,7,21,4
Strombomboli,6,21,18
Proklos~dewiki,6,21,0
Puffreis,6,21,6
Ischtiraki,6,21,1
NilsKruse,6,21,11
Rep~dewiki,5,21,2
195.93.60.10,5,21,0
Kagul,5,21,4
Carlos-X,5,21,11
Thomas7,5,21,0
Die uhr,5,21,0
Devere,5,21,1
Knollebuur,4,21,7
Lumpenpack,4,21,13
Mainpage,4,21,3
Mhvn,4,21,6
San Andreas,4,21,19
Hernani,4,21,4
Fb8,3,21,6
Dirk33,3,21,0
Kryston,3,21,4
DolphinBGG,3,21,5
84.152.58.96,3,21,0
John1401,3,21,10
Hveghi,2,21,0
Michael G. Lind,2,21,4
217.83.1.45,2,21,0
Patavium,2,21,3
Quadtrivium,2,21,7
84.114.201.91,2,21,0
Mwanner~dewiki,1,21,0
Lgriff,1,21,0
Timcwerner,1,21,12
RHD,1,21,5
DerekSmalls,1,21,2
134.106.119.110,1,21,0
85.183.138.186,1,21,0
208.254.174.241,1,21,0
DerGlobetrotter,1,21,18
62.180.160.66,1,21,0
Sk-Bot,20,20,19
Obersachse,20,20,17
Wolfgang1018,19,20,12
Naddy,19,20,19
Ulsimitsuki,18,20,19
Gereon K.,18,20,8
ComillaBot,18,20,20
Friedemann Lindenthal,17,20,10
Kubrick,17,20,19
Eastfrisian,17,20,0
Adalbertriehl,17,20,5
Flups,16,20,12
Florean Fortescue,16,20,7
Media lib,16,20,2
Björn Hagemann,16,20,20
"Christiansen, Carol",16,20,19
Roterraecher,16,20,9
Adrian Bunk,16,20,0
Je regrette,15,20,7
SilvonenBot,15,20,20
Pendulin,15,20,20
Vorderstrasse,15,20,15
EssexGirl,15,20,14
D'ohBot,15,20,20
Sokonbud,15,20,20
Eilmeldung,14,20,4
Juhan,14,20,6
Zimt-Speculatius,14,20,18
Vexillum,14,20,18
Sven-steffen arndt,13,20,9
Siekermann,13,20,15
Svencb,13,20,10
Jean11,13,20,2
CeGe,11,20,8
Aktenstapel,11,20,4
RokerHRO,11,20,14
Marval703,11,20,2
193.17.243.4,11,20,0
Aineias,11,20,4
Alte Schule,10,20,0
Fantasyrider+**+,10,20,2
Licentiatus,9,20,12
Helium4,9,20,2
Woertche.Leo,9,20,7
YMS,9,20,10
Radh,8,20,4
Zebra,8,20,14
Thüringer,8,20,6
GregorHelms,8,20,7
Kirschblut,7,20,8
Widlotic,7,20,8
Eusc,7,20,3
Ben-nb,7,20,1
Ekuah,7,20,2
Aries~dewiki,6,20,8
Skara Brae,6,20,20
Mephisto-Munic,5,20,19
Schweißer,5,20,12
Heidas,5,20,15
Clodius pulcher,5,20,4
131.188.3.226,5,20,0
Weissmann,5,20,19
Esina,4,20,2
MannfürsGrobe,4,20,0
Sonaz,4,20,15
Potarator,3,20,0
Emha,3,20,16
Gittergesoxxx,3,20,3
Flo Sorg,3,20,2
Leonhardt,3,20,7
Bernd Bergmann,3,20,8
Ziegelbrenner,3,20,17
Enantiodromie,3,20,8
TheoDor12,3,20,1
Nielsiii,3,20,0
Apple tree1234,2,20,16
Miiichale,2,20,12
JasonM,2,20,1
Smife,1,20,2
91.37.103.214,1,20,0
Monroviavia,1,20,0
imported>Asian2duracell,1,20,0
Woi,1,20,19
Theodar,1,20,0
217.248.94.204,1,20,0
Eiskalt11,1,20,5
Tawkerbot2,1,20,6
Rooke,18,19,0
Bierdimpfl,18,19,19
TjBot,17,19,19
KamikazeBot,17,19,19
SteveK,16,19,15
Luke Skywodka,16,19,18
Hawling,16,19,1
Mardil,16,19,0
Holder,16,19,14
Juliane,15,19,9
Andrsvoss,15,19,13
Mikue,15,19,19
Robbit,15,19,16
Memorino,15,19,15
Zahnstein,15,19,0
Nicolas G.,14,19,14
Sozi,14,19,10
20percent,14,19,16
Gestumblindi,14,19,14
84.153.8.156,13,19,0
Mai-Sachme,13,19,13
Igge,13,19,10
Visitator,12,19,15
Hbroeckel,12,19,1
WolfgangRieger,12,19,8
Aglarech,12,19,10
Bergfalke2,12,19,19
Redonebird,11,19,0
Gut informiert,11,19,12
PhJ,11,19,4
IGEL,11,19,15
Geisslr,11,19,4
Knase,10,19,5
Haigst-Mann,10,19,2
Sitacuisses,10,19,10
Janneman,10,19,13
Michael Kühntopf,10,19,0
Tiroinmundam,10,19,19
Schreiben,9,19,7
Sandstein,9,19,5
Afforever,9,19,17
Manuel Heinemann,8,19,8
Zweioeltanks,8,19,6
Ralf5000,8,19,17
194.113.40.219,8,19,0
Nordprinz,8,19,1
Drosophilia,8,19,0
Allegoriowitsch,8,19,14
Stw,7,19,14
Lukpera,7,19,14
Qcomp,7,19,13
Franck000,7,19,0
Verschlusssache,6,19,2
Zipferlak,6,19,9
Rolling Thunder,6,19,15
Nurkartal,6,19,10
Chjb,6,19,8
Pianist Berlin,6,19,14
84.227.3.110,6,19,0
MA5,6,19,5
Severinus70,5,19,6
Zugang AP 42,5,19,0
Mundartpoet,5,19,14
KaiMartin,5,19,1
Spear~dewiki,5,19,1
217.83.14.48,4,19,0
Rosa Lux,4,19,1
195.93.60.137,4,19,0
Zoidberg,4,19,18
Prekario,3,19,4
Japan01,3,19,11
Markbenecke,3,19,15
Jklö,2,19,10
Phänotyp,2,19,1
RikVII,2,19,8
Bab-a-lot,1,19,0
Thulean,1,19,0
Lindenfreund,1,19,0
Catzhome,1,19,0
Josh Gorand,1,19,1
TobiasVetter,1,19,3
84.128.130.205,1,19,0
Frischepflanze,1,19,1
Futurebird,1,19,0
Marathonstorch,1,19,7
217.232.111.233,1,19,0
Le Prestre de Vauban,1,19,1
2001:A61:12B6:3001:25BF:8F67:38CF:9C2E,1,19,0
SebDem86,18,18,0
Echtner,17,18,5
Krd,17,18,4
MauritsBot,17,18,18
Krassdaniel,16,18,13
Reinhardhauke,16,18,18
Rotlink,16,18,18
Van'Dhunter,15,18,18
Jodo,15,18,8
PM3,15,18,9
Jogo.obb,15,18,13
Sinuhe20,15,18,2
Primus von Quack,14,18,12
HenHei,14,18,6
Abrixas2,14,18,17
FlügelRad,14,18,9
König Alfons der Viertelvorzwölfte,14,18,0
Hhdw,13,18,10
Stegosaurus Rex,13,18,8
MX8,13,18,8
Mellebga,13,18,9
Ktesias,13,18,4
Smial,12,18,14
Mittelhesse,12,18,12
KAMiKAZOW,12,18,16
44Pinguine,11,18,0
Theredmonkey,11,18,6
Popie,11,18,13
Green Politics,11,18,2
Escla,11,18,11
Wikiolo,10,18,9
Matthias Hake,10,18,0
Mvb,10,18,8
Zemenespuu,10,18,12
PasseVivant,10,18,14
Gnurpsnewoel,10,18,6
Leppus,10,18,12
Kaffeefan,9,18,8
Mff,9,18,13
Concord,9,18,12
Sitic,9,18,12
SCPS,9,18,12
Edgar8,8,18,5
Encyclopedist~dewiki,8,18,0
Meffo,8,18,4
Operation Saba,8,18,0
Marsupilami,7,18,7
Stilfehler,7,18,6
Partynia,7,18,6
Bestoernesto,6,18,4
Elektrolurch,6,18,17
Löschfix,6,18,16
MicBy67,6,18,13
Molgreen,6,18,3
2.juni,6,18,9
Eichhörnchen,5,18,3
Joobo,5,18,2
Holgerjan,5,18,5
ND-Leser,5,18,7
Andrea8,5,18,0
Robocop1,5,18,11
Der Ultraweise,5,18,1
Mittagsdämon,4,18,0
Max schwalbe,4,18,8
Chrigo,4,18,17
Rabanus Flavus,4,18,16
Markooo,4,18,12
SBC Guy,4,18,0
Schlämmer,4,18,14
134.100.172.24,4,18,0
Kukuk13,3,18,3
Briefkasten300,3,18,2
Cogito2,3,18,0
134.106.119.31,3,18,0
FelixFuchs,3,18,0
Stefan Weil,3,18,3
Knopffabrik,2,18,4
212.202.223.209,2,18,0
Lhonneux,2,18,1
Chronist 47,2,18,11
217.83.0.176,2,18,0
Paco1985,1,18,5
Writtenby,1,18,7
Soupforone,1,18,0
SK49,1,18,1
Henseleit,1,18,9
88.74.34.129,1,18,0
Wiki1939,1,18,14
Nordeinrev,1,18,0
Gracklauers Witwe,1,18,1
84.176.244.235,1,18,0
5.146.128.24,1,18,0
Joergath~dewiki,1,18,0
134.99.242.164,1,18,0
Lautfrosch13,1,18,3
Wiesebohm,17,17,0
OKBot,16,17,17
Superzerocool,16,17,17
Lektorat Cogito,16,17,0
DanielHerzberg,16,17,17
Krawattenträger,16,17,9
Church of emacs,15,17,10
Broadbot,15,17,17
Senechthon,15,17,15
Rolf H.,15,17,15
MastiBot,15,17,17
Diwas,15,17,12
Nallimbot,15,17,17
Sandro Halank,14,17,3
Silberštejn,14,17,6
Migebert,14,17,17
Bildungsbürger,14,17,16
Kritzolina,14,17,14
Dansker,14,17,7
Hoschi72,14,17,1
Port(u*o)s,13,17,14
Justus Nussbaum,13,17,8
Obersachsebot,13,17,17
Schumir,12,17,15
Ahellwig,12,17,13
Toxilly,12,17,17
AlexR,11,17,13
Pinguin55,11,17,2
Lysis,11,17,17
Actany28,11,17,0
Avatar,11,17,8
Ovrandow,10,17,7
Carlos Eggenstein,10,17,6
StG1990,10,17,11
Jamiri,10,17,5
AndreasE,10,17,9
ChristianErtl,10,17,15
Maxl,10,17,7
Autumn Windfalls,9,17,4
Rotkaeppchen68,9,17,12
Dtuk,9,17,7
URTh,9,17,17
Proxy,9,17,4
Vincenzo1492,8,17,5
77.87.224.100,8,17,0
Darina,8,17,12
Arntantin,8,17,1
172.183.237.139,7,17,0
Brod,7,17,5
Max Plenert,7,17,5
Aljoscha,7,17,4
Aristeides,7,17,16
JPense,7,17,5
Sümpf,7,17,17
Katach,7,17,11
HajimeSaito,7,17,6
D0c,6,17,2
Innere Sicherheit,6,17,14
Sve14,6,17,1
141.76.1.121,6,17,0
141.91.240.162,6,17,0
Ben gb,6,17,7
Millfield,6,17,8
Neueschwarz,6,17,0
Fornax,6,17,6
129.143.4.66,6,17,0
Eryakaas,5,17,12
Duisdorfer,5,17,1
Jotzet,5,17,7
U-96,5,17,15
