,"User","Edited Articles","Bundesedit-Hit","Where?"
12317,"178.5.227.123",1,"False","none"
12318,"62.157.40.145",1,"False","none"
12319,"84.185.229.29",1,"False","none"
12320,"128.176.103.89",1,"False","none"
12321,"217.232.83.242",1,"False","none"
12322,"213.6.236.229",1,"False","none"
12323,"87.165.122.14",1,"False","none"
12324,"89.54.38.105",1,"False","none"
12325,"80.130.83.136",1,"False","none"
12326,"88.152.52.111",1,"False","none"
12327,"178.6.83.237",1,"False","none"
12328,"80.140.208.45",1,"False","none"
12329,"80.171.20.98",1,"False","none"
12330,"37.49.26.19",1,"False","none"
12331,"87.169.85.2",1,"False","none"
12332,"37.201.190.19",1,"False","none"
12333,"2003:C2:EF2C:6CCD:60BB:1F87:1854:C70A",1,"False","none"
12334,"217.186.87.197",1,"False","none"
12335,"87.173.222.52",1,"False","none"
12336,"77.132.253.37",1,"False","none"
12337,"84.57.123.118",1,"False","none"
12338,"62.46.165.100",1,"False","none"
12339,"91.12.213.88",1,"False","none"
12340,"82.82.147.28",1,"False","none"
12341,"89.57.102.56",1,"False","none"
12342,"2003:E1:73D7:A92:E13E:449D:FF0C:92AF",1,"False","none"
12343,"84.172.77.37",1,"False","none"
12344,"217.7.77.71",1,"False","none"
12345,"213.54.158.17",1,"False","none"
12346,"2003:70:AE02:A400:E897:83E4:3F0D:3BAC",1,"False","none"
12347,"79.202.45.37",1,"False","none"
12348,"84.56.221.148",1,"False","none"
12349,"217.210.127.76",1,"False","none"
12350,"88.67.18.131",1,"False","none"
12351,"80.171.12.9",1,"False","none"
12352,"217.50.230.168",1,"False","none"
12353,"213.54.201.228",1,"False","none"
12354,"62.47.53.187",1,"False","none"
12355,"92.194.44.219",1,"False","none"
12356,"217.92.174.125",1,"False","none"
12357,"178.3.19.55",1,"False","none"
12358,"217.230.87.127",1,"False","none"
12359,"84.58.156.190",1,"False","none"
12360,"80.139.243.60",1,"False","none"
12361,"193.188.158.3",1,"False","none"
12362,"145.254.43.126",1,"False","none"
12363,"79.194.48.134",1,"False","none"
12364,"62.156.63.181",1,"False","none"
12365,"84.166.73.57",1,"False","none"
12366,"84.159.92.181",1,"False","none"
12367,"77.188.80.53",1,"False","none"
12368,"84.74.149.188",1,"False","none"
12369,"83.76.57.119",1,"False","none"
12370,"80.171.21.221",1,"False","none"
12371,"85.178.10.212",1,"False","none"
12372,"2.174.1.58",1,"False","none"
12373,"88.72.25.185",1,"False","none"
12374,"217.229.204.15",1,"False","none"
12375,"132.199.232.20",1,"False","none"
12376,"213.7.178.105",1,"False","none"
12377,"87.123.8.92",1,"False","none"
12378,"77.58.145.43",1,"False","none"
12379,"195.14.244.242",1,"False","none"
12380,"93.207.1.76",1,"False","none"
12381,"217.81.139.210",1,"False","none"
12382,"2003:DC:B727:B067:896D:945:69E3:A999",1,"False","none"
12383,"84.163.96.168",1,"False","none"
12384,"84.163.10.133",1,"False","none"
12385,"79.228.111.31",1,"False","none"
12386,"89.166.246.65",1,"False","none"
12387,"88.72.0.195",1,"False","none"
12388,"84.160.175.56",1,"False","none"
12389,"84.56.224.122",1,"False","none"
12390,"217.82.91.8",1,"False","none"
12391,"134.34.69.57",1,"False","none"
12392,"134.93.57.154",1,"False","none"
12393,"134.106.119.42",1,"False","none"
12394,"217.185.32.168",1,"False","none"
12395,"89.51.245.103",1,"False","none"
12396,"77.177.7.101",1,"False","none"
12397,"80.128.131.1",1,"False","none"
12398,"158.109.198.17",1,"False","none"
12399,"91.43.105.133",1,"False","none"
12400,"141.30.190.168",1,"False","none"
12401,"217.86.31.6",1,"False","none"
12402,"93.232.208.9",1,"False","none"
12405,"217.184.156.14",1,"False","none"
12406,"87.178.228.69",1,"False","none"
12407,"78.35.145.180",1,"False","none"
12408,"78.53.32.97",1,"False","none"
12409,"87.161.221.65",1,"False","none"
12410,"217.82.252.165",1,"False","none"
12411,"89.247.113.45",1,"False","none"
12412,"87.182.183.95",1,"False","none"
12413,"84.158.201.85",1,"False","none"
12414,"188.102.44.222",1,"False","none"
12415,"93.193.36.252",1,"False","none"
12416,"84.148.30.248",1,"False","none"
12417,"217.228.97.82",1,"False","none"
12418,"5.10.186.182",1,"False","none"
12419,"91.58.95.48",1,"False","none"
12420,"85.179.173.75",1,"False","none"
12421,"83.124.20.179",1,"False","none"
12422,"91.22.99.34",1,"False","none"
12423,"131.220.5.170",1,"False","none"
12424,"84.56.104.66",1,"False","none"
12425,"2A02:8070:89A8:6800:EC4D:1754:5C52:9C8E",1,"False","none"
12426,"62.206.93.18",1,"False","none"
12427,"79.252.221.45",1,"False","none"
12428,"134.76.166.76",1,"False","none"
12429,"92.202.48.194",1,"False","none"
12430,"84.57.198.36",1,"False","none"
12431,"62.2.108.30",1,"False","none"
12432,"88.70.203.78",1,"False","none"
12433,"87.123.25.14",1,"False","none"
12434,"87.162.38.21",1,"False","none"
12435,"62.226.205.33",1,"False","none"
12436,"84.60.39.133",1,"False","none"
12437,"80.143.84.91",1,"False","none"
12438,"2A02:908:8B3:C260:D551:95B1:D99:1550",1,"False","none"
12439,"95.90.238.117",1,"False","none"
12440,"178.3.173.14",1,"False","none"
12441,"213.39.219.191",1,"False","none"
12442,"217.84.21.181",1,"False","none"
12443,"84.142.95.97",1,"False","none"
12444,"87.122.5.59",1,"False","none"
12445,"84.189.59.24",1,"False","none"
12446,"172.183.26.99",1,"False","none"
12447,"2003:C6:E3E0:2224:14C8:F76D:B3F1:41C5",1,"False","none"
12448,"93.104.21.109",1,"False","none"
12449,"84.164.237.22",1,"False","none"
12450,"91.14.77.116",1,"False","none"
12451,"79.233.48.48",1,"False","none"
12452,"217.186.52.145",1,"False","none"
12453,"91.39.79.220",1,"False","none"
12454,"84.57.18.25",1,"False","none"
12455,"91.18.177.30",1,"False","none"
12456,"95.90.208.3",1,"False","none"
12457,"147.142.163.54",1,"False","none"
12458,"78.50.196.165",1,"False","none"
12459,"145.254.87.241",1,"False","none"
12460,"89.62.1.93",1,"False","none"
12461,"82.82.210.171",1,"False","none"
12462,"217.93.86.151",1,"False","none"
12463,"91.47.178.15",1,"False","none"
12464,"141.55.125.33",1,"False","none"
12465,"80.145.39.145",1,"False","none"
12466,"139.92.163.160",1,"False","none"
12467,"92.74.51.151",1,"False","none"
12468,"217.85.150.49",1,"False","none"
12469,"79.202.97.74",1,"False","none"
12470,"217.85.150.44",1,"False","none"
12471,"80.143.153.97",1,"False","none"
12472,"78.55.110.36",1,"False","none"
12473,"79.239.186.53",1,"False","none"
12474,"80.137.63.158",1,"False","none"
12475,"89.12.123.144",1,"False","none"
12476,"84.169.99.213",1,"False","none"
12477,"84.130.99.69",1,"False","none"
12478,"217.232.16.195",1,"False","none"
12479,"202.72.243.70",1,"False","none"
12480,"84.153.57.52",1,"False","none"
12481,"78.137.6.49",1,"False","none"
12482,"84.137.62.91",1,"False","none"
12483,"89.12.6.107",1,"False","none"
12484,"79.198.192.38",1,"False","none"
12485,"89.52.162.5",1,"False","none"
12486,"84.154.251.11",1,"False","none"
12487,"129.13.73.29",1,"False","none"
12488,"193.154.120.51",1,"False","none"
12489,"77.0.160.24",1,"False","none"
12490,"2001:16B8:42A8:EE00:C0A3:F6E4:916E:D563",1,"False","none"
12491,"84.186.69.149",1,"False","none"
12492,"217.83.93.91",1,"False","none"
12493,"83.236.15.244",1,"False","none"
12494,"84.62.194.89",1,"False","none"
12495,"91.64.45.9",1,"False","none"
12496,"84.73.137.66",1,"False","none"
12497,"91.14.96.166",1,"False","none"
12498,"185.64.171.102",1,"False","none"
12499,"83.77.31.87",1,"False","none"
12500,"85.0.155.152",1,"False","none"
12501,"80.129.8.190",1,"False","none"
12502,"84.138.69.123",1,"False","none"
12503,"84.143.24.250",1,"False","none"
12504,"137.120.3.209",1,"False","none"
12505,"92.196.11.100",1,"False","none"
12506,"85.74.189.172",1,"False","none"
12507,"91.14.235.133",1,"False","none"
12508,"62.214.59.233",1,"False","none"
12509,"84.148.220.80",1,"False","none"
12510,"92.42.139.178",1,"False","none"
12511,"217.93.228.201",1,"False","none"
12512,"84.161.93.25",1,"False","none"
12513,"57.67.161.196",1,"False","none"
12514,"194.94.7.195",1,"False","none"
12515,"84.147.225.73",1,"False","none"
12516,"79.249.71.230",1,"False","none"
12517,"95.118.64.74",1,"False","none"
12518,"95.222.113.43",1,"False","none"
12519,"91.43.197.166",1,"False","none"
12520,"84.173.113.59",1,"False","none"
12521,"80.136.85.208",1,"False","none"
12522,"85.176.125.17",1,"False","none"
12523,"92.74.190.110",1,"False","none"
12524,"87.167.2.119",1,"False","none"
12525,"92.229.58.163",1,"False","none"
12526,"84.154.95.33",1,"False","none"
12527,"84.135.50.41",1,"False","none"
12528,"84.175.93.213",1,"False","none"
12529,"109.40.0.121",1,"False","none"
12530,"84.58.233.68",1,"False","none"
12531,"91.6.255.129",1,"False","none"
12532,"91.12.164.22",1,"False","none"
12533,"89.54.117.150",1,"False","none"
12534,"80.143.54.111",1,"False","none"
12535,"139.30.18.232",1,"False","none"
12536,"62.104.220.83",1,"False","none"
12537,"84.62.212.78",1,"False","none"
12538,"194.15.215.205",1,"False","none"
12539,"62.104.220.89",1,"False","none"
12540,"84.57.126.179",1,"False","none"
12541,"93.192.48.222",1,"False","none"
12542,"80.141.167.65",1,"False","none"
12543,"93.200.17.210",1,"False","none"
12544,"88.217.22.152",1,"False","none"
12545,"91.17.204.22",1,"False","none"
12546,"217.82.175.169",1,"False","none"
12547,"82.47.217.69",1,"False","none"
12548,"2A02:908:ED32:4680:75D4:A657:DD23:DAEC",1,"False","none"
12549,"84.189.91.245",1,"False","none"
12550,"80.132.240.93",1,"False","none"
12551,"84.177.34.58",1,"False","none"
12552,"78.94.59.0",1,"False","none"
12553,"141.150.34.202",1,"False","none"
12554,"2003:77:F19:B828:E50C:DA07:A675:3063",1,"False","none"
12555,"85.178.245.18",1,"False","none"
12556,"91.61.164.196",1,"False","none"
12557,"213.3.47.126",1,"False","none"
12558,"178.11.196.106",1,"False","none"
12559,"88.73.246.142",1,"False","none"
12560,"93.232.24.131",1,"False","none"
12561,"84.179.41.197",1,"False","none"
12562,"193.54.67.93",1,"False","none"
12563,"79.254.35.56",1,"False","none"
12564,"217.226.242.64",1,"False","none"
12565,"85.124.1.112",1,"False","none"
12566,"83.189.91.210",1,"False","none"
12567,"212.95.110.103",1,"False","none"
12568,"2003:65:EC5A:4C00:64B9:2B95:181D:81A1",1,"False","none"
12569,"82.83.132.250",1,"False","none"
12570,"213.6.229.166",1,"False","none"
12571,"2A02:908:DF45:4600:D0FE:A80:FAA4:B033",1,"False","none"
12572,"80.141.26.250",1,"False","none"
12573,"217.94.138.3",1,"False","none"
12574,"217.92.62.97",1,"False","none"
12575,"91.66.163.172",1,"False","none"
12576,"194.144.101.5",1,"False","none"
12577,"84.135.10.254",1,"False","none"
12578,"212.178.154.2",1,"False","none"
12579,"84.63.49.52",1,"False","none"
12580,"85.197.25.17",1,"False","none"
12581,"78.35.157.115",1,"False","none"
12582,"218.222.17.51",1,"False","none"
12583,"2A02:8108:1BC0:8CC:216:CBFF:FEA8:8091",1,"False","none"
12584,"213.168.75.138",1,"False","none"
12585,"145.254.35.71",1,"False","none"
12586,"92.76.117.88",1,"False","none"
12587,"188.107.30.44",1,"False","none"
12588,"84.57.29.243",1,"False","none"
12589,"217.83.98.133",1,"False","none"
12590,"95.85.54.82",1,"False","none"
12591,"78.54.133.112",1,"False","none"
12592,"82.135.1.61",1,"False","none"
12593,"82.135.1.67",1,"False","none"
12594,"131.188.88.195",1,"False","none"
12595,"62.47.58.170",1,"False","none"
12596,"178.192.85.15",1,"False","none"
12597,"87.173.213.83",1,"False","none"
12598,"92.196.46.181",1,"False","none"
12599,"217.83.8.242",1,"False","none"
12600,"46.243.87.9",1,"False","none"
12601,"79.229.67.23",1,"False","none"
12602,"62.158.62.190",1,"False","none"
12603,"68.55.201.212",1,"False","none"
12604,"80.135.79.18",1,"False","none"
12605,"80.130.191.8",1,"False","none"
12606,"130.91.205.43",1,"False","none"
12607,"95.91.214.246",1,"False","none"
12608,"84.44.136.242",1,"False","none"
12609,"216.186.6.13",1,"False","none"
12610,"203.98.141.18",1,"False","none"
12611,"109.90.232.211",1,"False","none"
12612,"91.3.102.250",1,"False","none"
12613,"31.16.135.134",1,"False","none"
12614,"95.88.79.67",1,"False","none"
12615,"80.171.38.67",1,"False","none"
12616,"88.70.165.3",1,"False","none"
12617,"93.196.91.83",1,"False","none"
12618,"79.201.78.142",1,"False","none"
12619,"188.110.9.42",1,"False","none"
12620,"2A02:810D:2340:2530:359F:5C8C:C228:C278",1,"False","none"
12621,"78.49.141.166",1,"False","none"
12622,"2001:4DD3:A5AB:0:6901:EF97:AA51:FC9D",1,"False","none"
12623,"178.6.218.163",1,"False","none"
12624,"217.50.17.157",1,"False","none"
12625,"80.136.82.65",1,"False","none"
12626,"188.107.32.93",1,"False","none"
12627,"2A02:810D:8840:30E4:CC:3C05:8BE9:D6D3",1,"False","none"
12628,"78.34.251.134",1,"False","none"
12629,"84.158.2.64",1,"False","none"
12630,"2003:DC:BD6:4E00:DDF:BB27:87A3:195F",1,"False","none"
12631,"79.229.6.18",1,"False","none"
12632,"84.186.91.174",1,"False","none"
12633,"89.59.87.173",1,"False","none"
12634,"91.15.214.219",1,"False","none"
12635,"217.251.167.1",1,"False","none"
12636,"79.207.41.105",1,"False","none"
12637,"212.243.18.240",1,"False","none"
12638,"59.15.254.132",1,"False","none"
12639,"78.42.236.184",1,"False","none"
12640,"78.52.173.139",1,"False","none"
12641,"88.217.93.89",1,"False","none"
12642,"89.62.9.194",1,"False","none"
12643,"178.198.27.16",1,"False","none"
12644,"217.82.37.85",1,"False","none"
12645,"84.177.78.79",1,"False","none"
12646,"80.136.11.17",1,"False","none"
12647,"193.158.227.62",1,"False","none"
12648,"80.130.111.15",1,"False","none"
12649,"217.234.4.48",1,"False","none"
12650,"217.81.58.226",1,"False","none"
12651,"93.210.69.62",1,"False","none"
12652,"145.254.34.221",1,"False","none"
12653,"88.70.179.210",1,"False","none"
12654,"84.63.169.141",1,"False","none"
12655,"93.222.91.228",1,"False","none"
12656,"91.49.44.57",1,"False","none"
12657,"80.135.43.213",1,"False","none"
12658,"178.0.201.134",1,"False","none"
12659,"178.142.42.52",1,"False","none"
12660,"212.201.86.222",1,"False","none"
12661,"85.181.25.100",1,"False","none"
12662,"188.193.191.5",1,"False","none"
12663,"88.70.164.151",1,"False","none"
12664,"2003:6A:6773:D806:9870:D6BD:A816:F696",1,"False","none"
12665,"84.187.201.18",1,"False","none"
12666,"212.203.36.93",1,"False","none"
12667,"2003:5B:EC4E:4C01:812B:41C0:AB2C:5D58",1,"False","none"
12668,"84.146.62.179",1,"False","none"
12669,"188.102.100.44",1,"False","none"
12670,"87.175.96.81",1,"False","none"
12671,"83.79.182.122",1,"False","none"
12672,"82.140.38.57",1,"False","none"
12673,"80.143.218.77",1,"False","none"
12674,"84.177.76.235",1,"False","none"
12675,"88.217.81.134",1,"False","none"
12676,"94.107.196.64",1,"False","none"
12677,"80.134.29.141",1,"False","none"
12678,"212.144.40.224",1,"False","none"
12679,"172.176.79.137",1,"False","none"
12680,"87.143.30.209",1,"False","none"
12681,"91.53.62.70",1,"False","none"
12682,"217.81.134.2",1,"False","none"
12683,"141.20.121.119",1,"False","none"
12684,"141.2.181.72",1,"False","none"
12685,"80.150.72.244",1,"False","none"
12686,"195.101.29.237",1,"False","none"
12687,"84.135.34.156",1,"False","none"
12688,"84.139.121.63",1,"False","none"
12689,"87.188.85.24",1,"False","none"
12690,"85.176.72.124",1,"False","none"
12691,"217.250.214.3",1,"False","none"
12692,"89.51.117.49",1,"False","none"
12693,"46.87.30.231",1,"False","none"
12694,"79.199.112.73",1,"False","none"
12695,"62.202.70.248",1,"False","none"
12696,"89.49.189.199",1,"False","none"
12697,"217.84.242.140",1,"False","none"
12698,"91.6.85.101",1,"False","none"
12699,"62.158.26.210",1,"False","none"
12700,"149.222.1.223",1,"False","none"
12701,"213.47.226.120",1,"False","none"
12702,"88.70.119.70",1,"False","none"
12703,"62.97.104.50",1,"False","none"
12704,"217.184.21.99",1,"False","none"
12705,"46.114.4.136",1,"False","none"
12706,"84.136.205.1",1,"False","none"
12707,"62.246.168.33",1,"False","none"
12708,"212.62.73.181",1,"False","none"
12709,"84.161.4.121",1,"False","none"
12710,"68.57.115.113",1,"False","none"
12711,"2003:64:EF0B:3000:ECD1:D99:6698:65A1",1,"False","none"
12712,"90.128.107.74",1,"False","none"
12713,"84.133.22.189",1,"False","none"
12714,"83.30.6.254",1,"False","none"
12715,"213.3.57.189",1,"False","none"
12716,"217.95.175.142",1,"False","none"
12717,"92.224.97.223",1,"False","none"
12718,"79.250.12.42",1,"False","none"
12719,"77.11.8.2",1,"False","none"
12720,"62.47.187.232",1,"False","none"
12721,"84.63.63.125",1,"False","none"
12722,"62.157.39.166",1,"False","none"
12723,"80.171.9.243",1,"False","none"
12724,"91.97.108.152",1,"False","none"
12725,"80.130.24.246",1,"False","none"
12726,"84.163.4.15",1,"False","none"
12727,"46.114.20.116",1,"False","none"
12728,"89.51.17.3",1,"False","none"
12729,"80.187.97.158",1,"False","none"
12730,"80.187.97.152",1,"False","none"
12731,"91.6.143.232",1,"False","none"
12732,"87.79.226.149",1,"False","none"
12733,"2A02:908:DF45:4600:7868:7055:292C:77BA",1,"False","none"
12734,"92.230.79.126",1,"False","none"
12735,"188.97.121.43",1,"False","none"
12736,"217.84.46.179",1,"False","none"
12737,"89.15.238.63",1,"False","none"
12738,"178.3.77.188",1,"False","none"
12739,"80.130.104.84",1,"False","none"
12740,"91.20.4.150",1,"False","none"
12741,"87.123.51.94",1,"False","none"
12742,"84.188.105.48",1,"False","none"
12743,"89.182.135.85",1,"False","none"
12744,"217.230.66.47",1,"False","none"
12745,"80.140.94.246",1,"False","none"
12746,"46.115.107.75",1,"False","none"
12747,"80.134.36.156",1,"False","none"
12748,"217.230.162.50",1,"False","none"
12749,"93.233.89.103",1,"False","none"
12750,"84.59.23.223",1,"False","none"
12751,"89.49.226.20",1,"False","none"
12752,"87.181.88.223",1,"False","none"
12753,"2001:7E8:C06B:6101:5462:4509:5F4B:49FA",1,"False","none"
12754,"217.245.20.128",1,"False","none"
12755,"88.72.11.19",1,"False","none"
12756,"79.203.240.26",1,"False","none"
12757,"37.49.22.196",1,"False","none"
12758,"84.44.201.109",1,"False","none"
12759,"84.185.229.59",1,"False","none"
12760,"37.24.9.6",1,"False","none"
12761,"84.188.110.28",1,"False","none"
12762,"80.58.205.50",1,"False","none"
12763,"217.227.73.9",1,"False","none"
12764,"213.54.220.195",1,"False","none"
12765,"83.189.61.71",1,"False","none"
12766,"80.136.53.189",1,"False","none"
12767,"91.33.219.203",1,"False","none"
12768,"217.228.144.36",1,"False","none"
12769,"130.223.226.70",1,"False","none"
12770,"172.183.99.29",1,"False","none"
12771,"141.3.192.50",1,"False","none"
12772,"217.232.64.71",1,"False","none"
12773,"80.135.216.19",1,"False","none"
12774,"78.149.29.205",1,"False","none"
12775,"85.178.26.182",1,"False","none"
12776,"109.41.65.123",1,"False","none"
12777,"87.175.30.137",1,"False","none"
12778,"83.76.79.44",1,"False","none"
12779,"217.225.65.177",1,"False","none"
12780,"78.51.121.134",1,"False","none"
12781,"109.41.1.126",1,"False","none"
12782,"2003:EB:1BCC:9600:CCB:722C:5661:4F5",1,"False","none"
12783,"88.68.221.104",1,"False","none"
12784,"77.1.37.189",1,"False","none"
12785,"84.184.91.95",1,"False","none"
12786,"195.179.210.55",1,"False","none"
12787,"87.193.10.93",1,"False","none"
12788,"139.18.22.20",1,"False","none"
12789,"88.217.144.91",1,"False","none"
12790,"217.244.193.79",1,"False","none"
12791,"70.89.171.97",1,"False","none"
12792,"37.138.117.31",1,"False","none"
12793,"84.190.16.27",1,"False","none"
12794,"88.74.56.9",1,"False","none"
12795,"213.128.125.72",1,"False","none"
12796,"84.167.95.138",1,"False","none"
12797,"188.99.187.6",1,"False","none"
12798,"2001:16B8:18CD:C00:BD5D:554:3164:293A",1,"False","none"
12799,"88.73.113.16",1,"False","none"
12800,"80.133.70.25",1,"False","none"
12801,"78.52.57.95",1,"False","none"
12802,"46.125.250.56",1,"False","none"
12803,"141.89.44.100",1,"False","none"
12804,"87.162.81.12",1,"False","none"
12805,"217.83.6.105",1,"False","none"
12806,"2A02:8070:B81:7E00:C843:56A9:E6DC:E917",1,"False","none"
12807,"141.50.8.117",1,"False","none"
12808,"78.50.29.128",1,"False","none"
12809,"213.39.186.94",1,"False","none"
12810,"84.58.250.2",1,"False","none"
12811,"80.143.117.76",1,"False","none"
12812,"84.74.195.8",1,"False","none"
12813,"80.139.56.122",1,"False","none"
12814,"91.246.202.4",1,"False","none"
12815,"84.154.160.40",1,"False","none"
12816,"78.53.26.207",1,"False","none"
12817,"134.176.224.67",1,"False","none"
12818,"77.176.68.1",1,"False","none"
12819,"2A02:8109:AE3F:F21C:8021:FC70:CEC3:5FA3",1,"False","none"
12820,"172.181.63.184",1,"False","none"
12821,"77.11.1.106",1,"False","none"
12822,"80.129.66.99",1,"False","none"
12823,"46.252.18.140",1,"False","none"
12824,"213.135.3.61",1,"False","none"
12825,"90.134.76.98",1,"False","none"
12826,"87.78.37.111",1,"False","none"
12827,"80.146.75.25",1,"False","none"
12828,"84.155.253.26",1,"False","none"
12829,"141.89.70.42",1,"False","none"
12830,"92.76.6.209",1,"False","none"
12831,"83.130.29.233",1,"False","none"
12832,"91.0.77.96",1,"False","none"
12833,"2.204.211.71",1,"False","none"
12834,"217.85.234.57",1,"False","none"
12835,"84.131.74.176",1,"False","none"
12836,"84.173.49.71",1,"False","none"
12837,"213.23.156.67",1,"False","none"
12838,"193.248.96.217",1,"False","none"
12839,"80.136.53.139",1,"False","none"
12840,"65.13.35.78",1,"False","none"
12841,"212.202.67.147",1,"False","none"
12842,"91.33.156.223",1,"False","none"
12843,"217.80.72.152",1,"False","none"
12844,"91.34.44.61",1,"False","none"
12845,"81.63.114.212",1,"False","none"
12846,"78.34.188.115",1,"False","none"
12847,"80.141.139.77",1,"False","none"
12848,"2003:C0:AF16:6200:67:73CF:FA63:A2FA",1,"False","none"
12849,"2003:73:4F07:F109:FDB7:3531:5064:6D7C",1,"False","none"
12850,"77.135.73.191",1,"False","none"
12851,"91.34.39.250",1,"False","none"
12852,"2003:84:AC4A:F008:44CF:C30E:591C:F733",1,"False","none"
12853,"93.219.48.69",1,"False","none"
12854,"82.109.84.114",1,"False","none"
12855,"84.131.164.85",1,"False","none"
12856,"213.209.69.47",1,"False","none"
12857,"80.134.103.16",1,"False","none"
12858,"87.182.74.166",1,"False","none"
12859,"80.137.108.70",1,"False","none"
12860,"89.204.130.26",1,"False","none"
12861,"84.174.51.13",1,"False","none"
12862,"79.216.3.94",1,"False","none"
12863,"217.235.66.193",1,"False","none"
12864,"213.20.138.193",1,"False","none"
12865,"87.245.72.139",1,"False","none"
12866,"81.223.102.18",1,"False","none"
12867,"83.56.195.187",1,"False","none"
12868,"84.60.208.110",1,"False","none"
12869,"87.141.29.42",1,"False","none"
12870,"62.234.48.31",1,"False","none"
12871,"188.98.212.241",1,"False","none"
12872,"83.171.164.30",1,"False","none"
12873,"143.167.4.199",1,"False","none"
12874,"217.5.115.206",1,"False","none"
12875,"92.252.86.27",1,"False","none"
12876,"213.39.218.201",1,"False","none"
12877,"80.128.1.216",1,"False","none"
12878,"213.39.183.175",1,"False","none"
12879,"87.180.30.29",1,"False","none"
12880,"80.187.105.88",1,"False","none"
12881,"82.82.131.199",1,"False","none"
12882,"217.82.189.116",1,"False","none"
12883,"85.74.98.38",1,"False","none"
12884,"80.141.29.90",1,"False","none"
12885,"84.169.95.235",1,"False","none"
12886,"95.91.250.170",1,"False","none"
12887,"85.216.96.87",1,"False","none"
12888,"89.182.159.25",1,"False","none"
12889,"84.187.181.46",1,"False","none"
12890,"134.2.240.133",1,"False","none"
12891,"85.179.15.42",1,"False","none"
12892,"77.5.39.10",1,"False","none"
12893,"217.185.218.26",1,"False","none"
12894,"82.212.48.79",1,"False","none"
12895,"188.23.13.110",1,"False","none"
12896,"217.250.82.239",1,"False","none"
12897,"62.46.74.107",1,"False","none"
12898,"80.185.206.21",1,"False","none"
12899,"91.64.220.60",1,"False","none"
12900,"89.244.71.183",1,"False","none"
12901,"84.102.63.37",1,"False","none"
12902,"217.84.47.110",1,"False","none"
12903,"213.20.141.90",1,"False","none"
12904,"2003:86:6F5E:7AF:E8EF:F0BB:E482:2E9",1,"False","none"
12905,"84.131.78.42",1,"False","none"
12906,"193.27.50.73",1,"False","none"
12907,"87.78.29.22",1,"False","none"
12908,"89.246.55.120",1,"False","none"
12909,"193.86.229.251",1,"False","none"
12910,"87.178.13.164",1,"False","none"
12911,"89.245.81.145",1,"False","none"
12912,"217.84.180.122",1,"False","none"
12913,"92.78.14.81",1,"False","none"
12914,"80.146.40.74",1,"False","none"
12915,"87.160.108.16",1,"False","none"
12916,"79.201.20.34",1,"False","none"
12917,"84.58.10.129",1,"False","none"
12918,"85.182.84.244",1,"False","none"
12919,"80.187.107.89",1,"False","none"
12920,"80.187.107.88",1,"False","none"
12921,"145.254.43.138",1,"False","none"
12922,"84.176.177.87",1,"False","none"
12923,"89.54.37.249",1,"False","none"
12924,"85.178.19.22",1,"False","none"
12925,"217.86.184.65",1,"False","none"
12926,"78.52.202.189",1,"False","none"
12927,"217.87.10.183",1,"False","none"
12928,"87.165.120.1",1,"False","none"
12929,"80.187.109.81",1,"False","none"
12930,"217.246.24.135",1,"False","none"
12931,"91.0.90.252",1,"False","none"
12932,"77.135.121.75",1,"False","none"
12933,"84.133.147.77",1,"False","none"
12934,"87.162.23.133",1,"False","none"
12935,"93.104.2.119",1,"False","none"
12936,"217.189.219.78",1,"False","none"
12937,"83.79.5.61",1,"False","none"
12938,"62.178.68.143",1,"False","none"
12939,"91.89.216.81",1,"False","none"
12940,"91.0.220.3",1,"False","none"
12941,"2003:4D:2B3D:B20D:A4CC:9B2A:C068:5D16",1,"False","none"
12942,"87.169.104.10",1,"False","none"
12943,"195.30.95.188",1,"False","none"
12944,"2A02:2770:0:0:21A:4AFF:FE2C:4029",1,"False","none"
12945,"84.163.92.99",1,"False","none"
12946,"78.43.244.69",1,"False","none"
12947,"134.106.240.71",1,"False","none"
12948,"84.188.220.58",1,"False","none"
12949,"91.16.82.217",1,"False","none"
12950,"93.133.232.65",1,"False","none"
12951,"58.169.24.254",1,"False","none"
12952,"217.94.54.38",1,"False","none"
12953,"93.213.85.139",1,"False","none"
12954,"92.252.74.58",1,"False","none"
12955,"84.191.108.48",1,"False","none"
12956,"84.169.113.17",1,"False","none"
12957,"145.99.149.30",1,"False","none"
12958,"217.92.191.174",1,"False","none"
12959,"186.98.168.112",1,"False","none"
12960,"84.226.123.4",1,"False","none"
12961,"62.178.127.91",1,"False","none"
12962,"78.35.144.26",1,"False","none"
12963,"90.187.33.203",1,"False","none"
12964,"82.83.222.126",1,"False","none"
12965,"77.180.86.226",1,"False","none"
12966,"93.133.143.74",1,"False","none"
12967,"83.228.198.87",1,"False","none"
12968,"2A02:8070:8282:7A00:6570:9D20:960A:2A33",1,"False","none"
12969,"85.3.237.235",1,"False","none"
12970,"217.83.11.30",1,"False","none"
12971,"84.176.162.35",1,"False","none"
12972,"136.199.31.183",1,"False","none"
12973,"185.49.52.254",1,"False","none"
12974,"84.159.90.193",1,"False","none"
12975,"194.209.166.27",1,"False","none"
12976,"85.176.13.93",1,"False","none"
12977,"217.232.69.52",1,"False","none"
12978,"217.84.162.201",1,"False","none"
12979,"195.136.148.14",1,"False","none"
12980,"212.99.211.3",1,"False","none"
12981,"89.1.51.199",1,"False","none"
12982,"85.16.154.192",1,"False","none"
